D,E
33.120264,4266.797517
31.214075,3998.254485
33.640809,4415.038167
32.724087,4253.260773
32.205852,4188.532750
33.118860,4311.374165
33.033876,4282.109954
32.910591,4225.002617
32.800529,4276.454017
32.333036,4162.205300
32.131545,4116.670398
32.691765,4179.047967
33.300551,4344.968822
33.005967,4224.843923
33.427664,4335.354877
33.242094,4330.393899
31.836168,4097.015818
33.318924,4324.475760
31.977824,4158.749197
32.274713,4154.795906
33.535411,4385.792130
33.095832,4288.723598
31.929241,4122.859534
32.192830,4134.794446
33.259285,4320.973644
33.638541,4379.797632
34.043709,4416.753149
33.385638,4338.119437
33.053735,4247.668474
32.511370,4205.863224
33.543298,4367.896297
33.357844,4295.520981
33.471066,4364.586247
33.529382,4379.234819
33.021244,4306.573081
32.756489,4226.092169
32.528318,4209.904215
33.730581,4385.500981
32.975607,4245.273739
32.751225,4242.155306
32.728756,4260.095862
32.600219,4209.537394
32.089206,4089.909242
32.976828,4270.755790
32.402825,4187.480258
32.763601,4240.738169
33.293932,4290.099623
33.339464,4323.085601
32.383099,4161.882234
32.441812,4194.425613
33.125136,4265.958808
33.070711,4281.824414
32.813301,4255.599934
32.997328,4315.099830
32.571596,4217.517103
32.599362,4210.260247
32.070088,4154.195592
32.952887,4251.096599
32.518952,4213.470604
33.643129,4343.032915
32.836578,4289.468456
32.446073,4182.325568
31.732990,4073.619390
33.384877,4307.072457
33.255912,4315.357898
33.514572,4381.524693
32.205021,4106.599077
32.599693,4224.781875
33.877263,4398.123554
33.046288,4260.908690
33.029871,4287.240303
32.721837,4237.846778
34.067676,4464.150724
32.597050,4205.779699
32.775568,4231.153240
33.586715,4381.566119
32.951229,4282.430708
33.430936,4328.324678
32.630009,4194.629218
33.236318,4292.253309
32.944983,4253.811241
32.511471,4157.193191
32.561487,4165.626659
32.184480,4144.662743
32.850134,4231.227711
32.100335,4134.622428
33.751918,4369.675461
33.767520,4398.357166
32.840227,4207.913073
32.851556,4271.672288
33.040886,4269.234703
33.118221,4306.487843
32.907643,4259.223328
33.076496,4283.007434
32.921963,4240.789950
33.119014,4250.537569
32.618423,4258.082453
32.496425,4150.292384
32.962051,4267.423432
32.660394,4246.345140
32.414394,4176.262022
32.512864,4159.722063
33.099074,4342.697211
33.011648,4237.799700
32.807984,4244.847414
31.859157,4070.822532
32.939214,4249.842284
32.669035,4256.891680
33.572757,4333.495328
33.195963,4305.965547
33.552472,4412.016378
32.733969,4257.838923
32.515723,4201.769646
32.227520,4176.499457
32.944011,4269.536056
32.795891,4251.107557
32.546191,4212.141980
33.143285,4323.563747
33.459403,4362.131190
32.597671,4234.130802
31.920587,4101.594588
33.448469,4332.162164
32.752502,4228.104430
33.381722,4308.266011
32.579974,4230.209809
33.332846,4317.779671
33.108491,4302.476230
32.593030,4242.612465
32.865361,4218.435761
31.792317,4043.585950
32.500694,4188.042611
32.849871,4257.734038
32.948123,4278.560595
32.474412,4245.133970
33.025901,4265.990309
31.478151,4054.212128
32.904042,4218.819306
32.582400,4214.925898
32.798918,4226.565176
32.255495,4173.804494
33.753972,4413.479843
33.060916,4312.351606
32.216290,4151.831804
32.530005,4172.510974
32.521503,4191.789876
31.946697,4087.260326
33.031607,4265.405471
32.931560,4288.039748
33.187759,4277.480769
31.932184,4082.897314
32.954225,4258.325444
33.427727,4311.600401
33.165053,4312.762998
32.277608,4152.434083
32.347172,4206.549541
32.218800,4158.698935
33.033267,4277.305608
33.033057,4251.902866
33.937772,4451.175023
33.482956,4344.182479
33.219881,4272.897152
32.784942,4235.840860
33.441899,4389.205803
32.445803,4185.759518
32.718652,4204.262713
32.865156,4238.067425
33.100891,4287.005185
33.286094,4281.971700
32.749350,4180.581165
32.770121,4230.525270
32.165943,4095.396912
33.705964,4390.410164
32.391922,4198.590566
33.152069,4255.907090
33.185134,4286.113473
31.727442,4055.779339
33.379704,4344.224743
33.247651,4313.780979
32.183609,4169.729134
32.363771,4204.377174
33.349915,4320.632500
32.854687,4245.965219
32.760593,4217.273469
32.651974,4271.778652
32.790450,4223.943957
32.185181,4137.070441
33.496868,4345.281286
32.852885,4285.460778
33.105409,4318.430429
33.962675,4387.659153
33.047969,4253.046653
32.707408,4261.331579
32.398806,4183.636375
31.939816,4114.052954
33.181729,4250.001914
33.234645,4333.099416
33.939985,4416.295047
32.298836,4204.332225
33.122119,4255.065495
31.983886,4104.788643
32.403447,4126.654264
33.324434,4320.527002
32.998385,4267.324831
33.143476,4307.099333
32.450626,4186.008221
32.514361,4162.000319
32.493834,4203.174917
32.305244,4182.525200
32.562382,4185.587136
33.100460,4262.593708
32.728506,4217.451763
33.446375,4343.632738
33.087171,4296.953161
32.174987,4126.817283
32.697145,4209.084534
32.697693,4194.429717
33.629243,4373.128394
33.360414,4330.781361
33.581893,4390.971317
33.636996,4386.061558
32.068483,4171.416110
32.880795,4272.942830
31.622365,4046.800502
32.093653,4106.050940
33.029556,4243.125107
33.236733,4286.609042
33.318924,4306.885011
32.265784,4121.485710
33.639118,4348.291069
33.566618,4363.739013
32.866260,4252.929176
33.297571,4274.324994
33.188852,4286.892213
32.695358,4248.847756
33.066761,4282.162248
32.592425,4224.668094
32.848539,4269.429161
33.021162,4256.320964
33.422668,4348.202824
32.441036,4187.897464
33.858468,4400.979664
32.886729,4228.940852
32.701329,4220.742585
33.119407,4260.514742
32.697349,4189.674976
33.199219,4300.708222
32.713585,4227.639675
32.352100,4127.785429
33.076811,4253.342253
31.911139,4123.852588
31.833541,4095.865507
32.577699,4146.761777
32.924373,4274.762005
33.646790,4356.155313
33.344792,4341.043205
32.995249,4269.548900
33.438876,4317.150481
32.916735,4250.562399
33.362757,4365.109357
32.237087,4138.059491
31.907431,4106.488877
32.646022,4210.513907
32.858897,4250.981485
33.419813,4347.811047
32.836548,4232.641422
33.136034,4268.528050
33.458040,4360.531266
33.122506,4313.768677
31.839763,4058.490351
32.734870,4246.777966
33.043564,4266.082017
32.535661,4188.344668
32.629827,4231.542151
33.163257,4299.248103
33.636909,4384.271025
32.619747,4271.349662
32.982875,4269.074976
32.807510,4208.339712
31.699376,4058.321047
32.542790,4226.978532
32.426688,4159.625718
31.994508,4120.635697
32.816175,4260.405977
32.686426,4208.565211
32.751039,4232.860872
32.475245,4192.982153
33.390923,4333.252438
33.183244,4291.858260
33.874816,4408.479828
32.848889,4266.108446
33.560764,4367.256598
32.592113,4193.921373
32.778052,4217.115538
32.006021,4110.125449
33.051830,4239.735606
32.377794,4188.797350
32.427828,4202.909978
32.043664,4122.455391
32.473986,4199.927985
32.221506,4172.377769
33.621816,4383.003337
33.465713,4335.061831
32.798458,4240.506921
32.412762,4212.787936
32.661645,4180.544684
32.398081,4193.535208
33.036172,4266.414532
32.271359,4165.884785
31.725526,4038.010597
32.933556,4231.777754
33.143753,4293.490372
33.103544,4260.764806
33.405011,4336.096997
32.349178,4222.505223
32.440502,4192.154229
32.858002,4263.739314
33.072947,4296.805214
32.645157,4193.433966
32.230923,4136.469467
32.614490,4229.206716
33.012030,4286.282608
32.937538,4296.116150
32.773274,4211.841860
33.727443,4378.379403
32.756713,4257.656471
33.351999,4370.241017
32.664510,4217.816879
32.749719,4224.535401
31.874852,4094.359912
32.259527,4139.755609
33.092558,4284.134948
32.086668,4192.262369
33.237990,4325.792976
33.230964,4278.997814
33.242512,4271.860604
33.212468,4308.102198
33.104815,4242.727843
33.433496,4367.653178
33.313578,4337.344693
33.502578,4317.126863
33.140557,4274.385787
33.177445,4324.623207
33.356054,4324.602555
33.398108,4310.680962
33.127611,4243.527043
32.414717,4187.214336
32.818711,4290.150941
32.761800,4203.930351
31.871730,4079.784315
31.981100,4120.694474
32.961416,4298.637130
33.684772,4388.980647
33.173489,4306.250929
33.292329,4345.316763
33.219991,4303.409714
32.780216,4242.453165
32.801813,4280.067405
32.542117,4176.047759
33.372397,4303.641978
33.097988,4298.670424
33.659099,4421.085635
33.211127,4270.310413
33.375031,4346.254461
32.695866,4221.443247
32.365494,4153.173999
32.361068,4161.616925
32.495280,4203.883130
33.157145,4321.286354
33.083275,4300.542659
31.921249,4137.891690
33.325584,4328.410095
33.462724,4334.998470
33.521170,4335.163653
34.161525,4493.040887
32.291039,4164.555791
32.732202,4201.288581
32.870388,4263.552775
33.711389,4381.523173
32.912985,4242.046188
33.346611,4321.498138
32.904721,4234.427390
32.766020,4258.901805
32.094159,4112.382269
33.045342,4249.061843
32.537226,4212.170768
32.126338,4111.700007
33.102981,4288.347189
32.845301,4246.235271
33.080815,4263.955511
32.453244,4158.609898
31.882813,4097.364814
33.625894,4369.852900
32.113062,4113.501876
32.884595,4236.773247
32.009911,4165.341837
33.101932,4256.525147
33.044057,4236.111258
33.497526,4332.781981
33.213597,4305.599782
32.997385,4283.589998
32.164525,4154.683712
32.751409,4221.858474
33.006058,4268.516336
32.736136,4215.312057
32.691929,4217.765907
31.914563,4120.384349
32.877663,4283.364514
32.394671,4153.303565
33.596626,4366.379787
32.683432,4191.159737
33.094767,4253.909833
32.930974,4263.927858
32.817897,4266.686438
32.645961,4214.963987
32.525926,4201.213670
31.244315,4042.971461
33.261176,4322.008122
32.072840,4159.780785
33.123730,4282.830929
32.684276,4228.898625
33.104488,4249.912870
33.705446,4393.205001
32.477624,4168.369691
32.261327,4202.687527
32.627859,4185.670518
32.382647,4169.951988
32.705186,4163.883686
33.108950,4285.725379
33.250686,4261.311029
33.528931,4359.978788
33.909446,4384.707741
32.517953,4213.904259
33.094456,4277.360094
32.119920,4157.426069
32.792464,4248.598800
32.722298,4244.697714
32.841290,4253.072542
32.583880,4219.811339
33.159173,4312.715379
31.871988,4061.472500
32.100097,4110.162434
32.715771,4210.764649
32.134761,4154.162141
32.669951,4197.774066
32.518089,4190.841660
31.213444,3998.821231
32.582962,4202.097796
33.454792,4315.249156
32.943902,4235.155561
33.181631,4224.647608
33.046923,4244.469345
32.710316,4243.826875
33.586553,4357.058380
33.804023,4420.643894
32.721580,4221.165331
32.945757,4281.512941
33.741078,4396.555478
32.971412,4268.864047
32.683911,4220.740913
32.872321,4280.198739
32.921770,4243.935893
32.751678,4225.930591
33.408386,4366.822858
32.411149,4177.595408
32.082883,4165.193612
33.333835,4315.689530
32.476761,4169.404535
32.447211,4180.647503
32.595195,4252.764384
32.257824,4144.885837
33.060482,4307.881593
33.867920,4408.041432
33.891363,4452.342053
32.857039,4231.406962
32.554702,4206.251096
32.442512,4169.044946
32.609318,4234.064183
32.815950,4208.988262
32.896560,4217.714258
32.328348,4133.578014
33.384033,4303.428776
33.518882,4311.136000
33.630716,4355.846198
32.333948,4181.574549
33.232049,4291.891662
33.042989,4310.133603
32.810541,4208.463602
33.324919,4314.692816
32.749602,4236.478495
32.500557,4197.886347
33.186843,4314.515168
31.746958,4117.724844
32.512192,4166.740922
32.966944,4258.210938
33.926788,4404.768469
31.810765,4098.577207
32.580333,4206.411167
32.309962,4146.068805
32.783797,4234.189235
32.571393,4182.511543
32.455076,4169.906628
33.296200,4309.993408
32.520173,4203.033648
33.520211,4331.204360
33.277059,4287.763899
33.084319,4266.481336
33.498836,4345.557263
32.437013,4174.339234
32.650071,4270.100686
32.205738,4155.839868
32.792867,4207.080495
33.475101,4332.787666
32.713411,4249.655761
33.173441,4309.043928
32.429533,4153.475719
32.036853,4113.529297
32.144434,4148.949333
33.542243,4343.417696
33.310565,4343.670607
33.768206,4408.137443
33.084172,4268.966840
32.061849,4073.039608
32.216274,4142.524028
32.242263,4155.798328
33.080576,4289.148165
33.116697,4279.445450
33.221571,4287.414997
33.128884,4261.395589
33.084638,4273.230870
31.618743,4077.083895
32.783263,4221.781465
32.912923,4272.331125
33.220985,4317.008884
33.441404,4367.874083
32.606158,4267.718563
33.962231,4417.279745
32.453061,4214.780354
32.999828,4258.223330
33.452944,4376.043096
32.937741,4273.814602
32.714473,4224.495862
32.782469,4231.015884
33.642498,4409.090703
32.514880,4214.527351
32.873736,4240.348999
32.899689,4208.281241
33.356619,4351.683012
32.454873,4191.045587
32.816228,4258.435176
32.950100,4244.287225
33.234073,4294.465108
33.278710,4309.349904
32.511793,4200.464485
32.855883,4207.787743
32.253545,4158.176872
33.025937,4295.185974
31.751829,4104.014854
33.321451,4296.491546
33.143239,4296.312464
32.869136,4269.442203
31.855720,4067.288924
32.407688,4158.781787
32.807740,4240.714103
32.712218,4219.260932
33.257754,4307.237560
32.604683,4235.021557
32.778133,4220.795939
33.216082,4321.033562
32.207012,4134.473669
33.425872,4367.816511
32.911855,4248.199127
32.268815,4143.621938
32.933539,4285.423274
33.630188,4349.956099
32.472104,4147.674126
32.598690,4207.374738
33.271280,4338.923127
33.382803,4344.691430
32.678340,4204.521093
32.957024,4250.799703
33.528964,4339.194462
32.934938,4286.030402
32.923851,4262.725851
32.673893,4224.802464
32.846045,4265.809062
31.939015,4078.770889
32.440065,4173.953468
32.268876,4176.294106
32.485688,4195.318644
33.237859,4306.871295
32.788545,4261.647695
32.708204,4191.151765
32.726062,4238.402505
32.694032,4225.236884
33.770140,4393.816076
32.946796,4230.900335
32.849032,4249.181569
33.117231,4290.259039
32.450889,4224.665736
31.719332,4048.139129
33.024000,4239.941734
31.765472,4060.822795
33.446053,4348.385379
32.555219,4273.465290
32.347545,4197.440845
33.459793,4354.845586
33.353826,4356.055789
32.787690,4210.641707
32.419657,4152.585283
32.794489,4267.146758
34.262897,4490.539107
32.606246,4220.142348
32.150840,4092.203703
32.773792,4253.368521
33.496615,4341.154850
32.810508,4211.652995
32.706268,4242.849220
31.194241,4026.402265
33.069804,4282.700301
33.143337,4267.419275
33.110819,4301.438326
33.441291,4362.693581
32.844963,4258.709234
32.625757,4221.485775
33.242260,4303.512794
32.507219,4173.005655
33.345797,4313.645907
33.931660,4394.203810
32.488356,4144.388187
32.296138,4161.078665
33.117151,4280.712817
33.473947,4320.959235
33.081136,4267.136903
32.970350,4298.853560
32.271569,4153.099160
33.463875,4341.131405
33.486569,4323.891688
32.502345,4229.287830
32.364121,4165.906134
32.830134,4216.161606
32.190913,4159.824677
32.320501,4141.074737
32.865859,4283.501015
33.320372,4297.009269
33.875971,4440.622317
33.039457,4297.739238
32.560689,4249.419492
32.788112,4260.289872
32.731671,4190.157635
32.362916,4167.673251
32.700372,4167.969217
32.275169,4186.092654
32.985967,4278.537314
33.542665,4354.559067
33.303199,4325.377313
32.798975,4225.379843
32.418949,4166.502596
33.018697,4274.198907
32.784625,4217.216283
31.307782,3998.891357
32.839010,4232.254917
31.917728,4123.725345
32.398764,4154.298526
32.764642,4259.788476
33.693618,4357.778776
33.046593,4268.103313
32.599050,4242.172114
32.458861,4185.370165
32.483547,4195.287981
32.788329,4242.774458
32.443659,4210.018700
32.954907,4260.463591
32.869810,4202.431334
32.720683,4230.611651
32.061129,4152.546859
31.876910,4092.392997
33.316883,4319.985545
33.705779,4358.237344
31.422445,4047.150504
32.060321,4123.138487
32.400578,4186.828156
31.795682,4114.295357
32.553104,4187.245734
32.575984,4196.528527
33.696126,4334.245220
32.971386,4265.907718
32.911893,4222.674895
32.980513,4292.186339
31.857991,4061.313820
33.647300,4355.721442
33.148863,4287.144264
33.898957,4394.811677
32.824259,4230.643766
33.147620,4305.979548
32.372152,4203.461303
32.889754,4214.088514
32.406319,4143.445398
32.438691,4118.864466
32.857328,4218.950465
31.975729,4152.968263
33.091846,4279.106663
32.864262,4230.522841
32.224641,4157.097884
33.461861,4298.008809
33.700391,4359.693010
32.665536,4237.936073
32.130163,4160.290782
32.843501,4232.717551
32.539724,4214.011306
33.255616,4276.197426
32.757777,4220.629984
33.391819,4370.010113
33.379482,4326.759813
33.239854,4306.642879
33.963411,4446.174879
31.802566,4120.465641
32.389005,4176.431141
32.131397,4106.228656
32.983423,4214.688540
33.108923,4274.701225
31.784584,4082.018251
32.868305,4239.539171
32.396857,4176.016583
33.885921,4438.423852
33.082560,4263.844868
32.689836,4244.578782
32.422618,4147.811102
32.640632,4200.953803
32.816100,4232.864355
32.967572,4211.909639
32.161081,4141.696274
31.589622,4060.115830
33.033112,4263.853935
32.063566,4126.453241
33.026882,4315.647179
32.644508,4235.722903
32.121233,4145.117445
32.197543,4184.460562
32.204927,4135.247842
32.598336,4192.281980
32.386985,4157.494357
32.858495,4255.580188
32.925263,4212.604950
33.013644,4301.207135
33.376665,4344.508569
32.831417,4223.810765
32.748976,4213.707223
32.769998,4250.247619
32.543011,4177.891068
32.602063,4189.037644
33.266292,4348.283561
32.265161,4128.379860
33.165982,4297.436080
32.658137,4211.533081
33.040191,4296.680943
33.157986,4278.864877
33.428737,4330.459605
31.934646,4097.839607
33.205781,4306.808450
32.547572,4203.785387
32.776946,4216.932836
33.332152,4316.725513
31.550084,4041.556247
31.870839,4072.981099
32.514675,4226.417360
32.430404,4180.879360
32.733253,4220.015510
33.528910,4378.438204
33.199166,4287.103300
33.282809,4319.019613
33.019760,4269.722888
33.046887,4229.847982
33.264473,4340.684225
33.454151,4363.247905
32.770461,4245.761573
32.838912,4236.525446
33.288274,4330.579831
33.351687,4352.498513
32.629233,4204.710778
32.529920,4205.447599
32.605662,4196.068779
33.568527,4366.945810
33.456041,4352.803822
32.757208,4216.745807
33.028540,4277.139533
32.731040,4238.842003
32.689179,4284.594543
33.762008,4386.207223
33.735167,4373.156692
33.249813,4296.192849
33.366965,4306.283109
32.229735,4122.647384
32.698571,4226.194732
32.877986,4239.181515
32.777637,4278.398316
33.442987,4312.930326
33.103562,4281.359600
32.513793,4180.550396
33.088407,4295.942288
31.911421,4072.852818
33.533394,4346.163173
33.426793,4304.036284
33.308658,4299.572832
33.172626,4284.702290
33.579456,4363.967902
33.067628,4307.487449
32.296532,4121.903961
33.041806,4285.556826
33.706389,4382.028870
33.278014,4303.191009
32.773465,4235.399216
33.500212,4304.373879
32.770086,4239.308983
33.167501,4319.430003
32.832336,4268.880037
33.465201,4343.813715
32.735079,4220.863670
33.212349,4333.599170
33.226243,4255.107808
33.721751,4359.834682
32.932516,4234.883725
32.935163,4222.266497
34.157846,4451.397370
32.677462,4217.452803
32.397704,4171.183498
32.705980,4243.562134
32.064809,4102.590439
32.727848,4219.306906
32.856777,4248.286244
32.923913,4271.215543
32.684325,4216.297816
33.088703,4286.684463
32.463533,4217.247644
32.353269,4110.255051
33.533972,4368.567884
32.413291,4176.120504
32.385262,4204.180417
33.512806,4379.479073
33.237579,4305.489123
32.590576,4214.149674
31.049449,3961.892968
32.851040,4285.307417
33.310684,4263.498968
33.627853,4359.054094
33.660048,4372.953133
33.454117,4312.077901
32.775052,4211.461291
32.480657,4133.648089
32.596266,4195.760615
32.532915,4200.448343
32.279499,4126.498187
32.649038,4183.174492
33.777920,4365.688354
33.126375,4271.334751
32.734067,4276.603898
33.602262,4321.587878
33.391348,4364.461108
32.844651,4262.047800
32.269479,4173.702055
32.886941,4242.505173
31.833869,4015.138837
33.281541,4354.602765
33.670855,4384.787019
32.173306,4173.768288
32.228937,4145.050498
32.716167,4202.076566
32.886541,4252.231704
32.144252,4109.481214
32.628199,4241.154256
32.766961,4233.678322
32.985112,4295.648206
32.668846,4236.517442
33.263650,4328.127031
32.071503,4148.932595
33.723901,4401.927243
32.965568,4263.450759
33.087786,4267.232966
32.675078,4209.913926
33.726961,4387.069823
32.313161,4183.397642
32.549240,4181.336586
33.099141,4307.360088
33.068611,4310.646844
32.676203,4198.882316
32.659263,4238.758822
32.687492,4221.611552
32.773798,4239.077659
32.620920,4187.194000
32.750323,4245.641896
32.999787,4295.799619
32.720918,4276.420362
32.845213,4231.598585
32.178606,4167.282758
32.275351,4193.892775
33.827665,4379.002216
30.610379,3937.941342
32.620199,4213.212911
32.804034,4260.297638
32.259567,4112.445130
33.656006,4324.884402
32.027321,4135.948720
32.173750,4122.896612
32.635075,4215.147452
33.064945,4279.389254
32.389027,4166.919876
32.300859,4190.848188
32.816690,4250.320025
31.413496,4014.104424
32.161936,4144.310173
33.318630,4312.050758
32.486359,4150.942527
32.946486,4213.410458
33.007847,4302.612304
33.128256,4264.519422
33.092944,4284.783557
33.183730,4290.631365
32.656828,4230.448843
32.559322,4194.954137
33.262626,4330.609319
34.228691,4456.131198
33.797108,4369.203419
32.720469,4226.369891
31.825200,4069.851482
32.455969,4168.133193
33.427444,4385.366035
32.813742,4225.607622
32.624091,4195.732317
32.820289,4248.197564
32.976801,4255.469323
32.854947,4228.986036
33.223403,4303.080431
32.545559,4225.405239
32.153029,4149.560615
32.496970,4167.905609
32.541462,4214.998835
32.589214,4161.263581
32.805450,4235.319930
31.590915,4109.476323
32.010768,4135.970606
32.760644,4223.619309
31.826261,4077.575254
32.848933,4240.300869
33.994833,4415.468569
32.976906,4298.569025
32.430047,4238.101764
32.834008,4306.554034
32.769122,4206.656179
31.941395,4085.887135
32.647775,4239.377169
32.452183,4162.634674
32.505104,4157.546391
33.399970,4309.853185
32.381951,4208.510654
32.909224,4245.168428
32.615691,4260.620566
32.537248,4201.280754
32.727371,4196.857462
33.528639,4364.842964
33.009504,4259.076874
33.046988,4290.429130
33.533086,4376.052590
33.795544,4382.194084
32.649240,4193.975544
32.705354,4233.195029
32.332380,4175.423915
32.684268,4234.281037
33.445003,4350.041050
31.314982,3988.720527
32.321441,4134.272162
33.534978,4343.926271
33.887812,4391.502551
32.239842,4119.448229
32.510600,4150.491419
32.779754,4245.200302
32.438358,4168.362147
32.943506,4252.890061
32.928483,4260.620076
33.281871,4290.615753
32.642335,4252.909926
33.290840,4319.129273
33.208714,4274.835703
33.154114,4288.213745
32.472916,4186.988500
32.986286,4254.227136
32.781300,4241.890557
32.855722,4250.810169
32.959187,4283.254264
32.908293,4263.053773
32.171333,4167.782186
32.609575,4146.152361
33.232849,4321.884567
32.299165,4171.619684
32.174149,4143.665516
33.134495,4305.134840
32.074456,4169.209694
32.593558,4226.422862
33.098736,4299.262633
33.034986,4287.075646
32.539850,4208.249919
32.205514,4146.979891
32.649805,4176.360757
32.476045,4168.504193
32.853108,4202.979241
33.044510,4294.991578
32.326278,4202.055395
32.517723,4203.884227
32.650977,4177.093673
32.685735,4233.299196
33.196238,4297.270192
32.291757,4198.363133
33.040039,4264.202886
32.609784,4197.091265
33.638834,4357.375536
33.499976,4333.230720
32.820069,4221.969819
33.653457,4373.468794
33.456179,4351.046533
32.029549,4158.692243
32.780098,4175.102258
32.009368,4103.814748
32.741387,4251.335985
32.991155,4293.136258
33.001690,4299.986710
32.750967,4289.802029
34.166198,4481.501537
32.689052,4222.555500
32.637610,4203.181252
32.825740,4285.007421
32.879001,4257.736791
32.846479,4286.214675
33.184290,4271.586073
32.229629,4121.826422
32.175580,4171.591790
33.264038,4340.660217
32.205456,4149.534740
32.627791,4248.246924
33.920515,4438.788453
32.573562,4188.109799
33.386147,4302.741409
33.257691,4296.324977
32.144463,4133.700270
32.967433,4261.321285
32.273366,4136.651435
33.060819,4321.295460
32.065845,4121.432853
32.401986,4176.725091
32.772239,4233.853387
32.519908,4198.622965
33.228184,4313.648583
33.037532,4275.449562
31.757252,4115.419921
32.662484,4253.225402
32.334134,4172.673139
33.273706,4333.437937
32.942940,4244.113920
34.260052,4472.723122
32.260299,4134.087256
33.445190,4349.079657
32.237609,4133.057453
32.439156,4174.870972
32.749741,4255.359906
33.748291,4379.408926
32.441671,4212.392295
33.015334,4298.531410
32.925040,4277.140493
31.889785,4086.003465
32.614940,4166.459093
32.762494,4196.469429
33.348425,4336.091504
32.901154,4262.932192
33.113050,4280.563221
32.659076,4255.200566
32.361217,4173.816293
33.807536,4418.819754
33.776299,4349.226988
32.571523,4224.084950
32.181694,4142.689616
33.342467,4299.172660
32.758518,4229.771191
32.802482,4240.351468
33.068671,4282.643911
32.430262,4179.557710
32.008923,4104.836770
32.988921,4240.842712
32.342977,4195.024195
32.691060,4206.889130
32.225198,4132.051846
31.537135,4054.700505
33.718103,4400.356037
33.109249,4304.165005
32.777256,4257.577147
33.063575,4284.515052
32.725450,4220.046253
33.376399,4345.516250
33.186663,4316.755314
32.739296,4255.485304
33.859786,4390.368564
32.704852,4223.631532
33.751905,4412.523493
32.939762,4254.133687
32.672887,4229.377039
32.830635,4306.941003
33.254133,4324.569036
32.752921,4194.075760
33.587337,4318.677790
32.634895,4206.462844
33.607628,4365.393132
33.354675,4304.731183
33.127932,4295.163407
32.898084,4251.955427
33.324411,4298.893906
32.869867,4232.351088
33.015741,4294.158967
33.701104,4348.112411
33.627247,4333.974187
33.083884,4235.815138
32.831019,4248.787856
32.873149,4207.709699
31.890828,4113.370850
31.996015,4118.059681
32.920855,4219.020537
33.330663,4347.203505
33.330672,4303.682134
