D,E
33.140344,4281.025351
32.683234,4231.719454
32.953791,4263.597033
32.970949,4288.244991
32.120148,4149.098904
33.206717,4293.313513
32.611684,4242.258745
33.497597,4373.852280
32.573116,4174.942236
32.002316,4086.683097
32.474213,4208.532600
32.299876,4178.142713
32.771919,4210.418145
32.294598,4183.754644
32.372617,4122.824409
32.453512,4152.207622
32.718474,4229.140809
33.254558,4318.106089
32.636481,4207.303474
32.935574,4250.395464
32.983823,4256.184678
31.913793,4073.321375
33.207063,4294.219136
32.822915,4246.870581
33.786942,4398.640790
32.369432,4184.720226
33.584848,4372.390079
33.062379,4300.723031
31.854080,4126.993309
32.857709,4234.863361
32.971387,4244.802739
32.121186,4126.820020
32.724236,4201.529404
33.787774,4354.273418
32.230896,4175.404713
33.132640,4269.077052
32.054628,4130.701955
33.039316,4284.781593
32.210128,4139.171344
32.650427,4237.827626
32.498753,4224.014958
33.487968,4327.834665
33.667521,4330.280967
32.430535,4233.859963
32.672538,4228.610797
33.138493,4297.677781
33.178293,4275.722912
33.471367,4350.888987
33.220940,4345.703108
32.387745,4156.765622
33.771853,4357.648474
32.753668,4235.527797
33.686802,4391.712614
32.434979,4157.301475
32.532012,4184.808574
31.964091,4159.247179
32.062245,4136.090277
32.546107,4205.030191
32.776642,4257.953671
32.057363,4146.290810
33.673451,4390.692745
33.530031,4323.689071
32.430379,4152.539693
32.497947,4194.073590
33.466548,4381.239506
33.577222,4367.000919
32.677304,4187.401948
32.641767,4161.797004
32.628190,4183.365132
32.289014,4157.634757
32.528623,4227.244432
32.974974,4279.168472
33.076597,4273.553103
33.696128,4390.623506
32.220003,4213.400965
32.982900,4233.996084
33.170652,4306.567379
33.150407,4286.947629
32.857585,4246.067067
33.380681,4325.715163
33.485567,4350.296875
32.104198,4180.323867
33.630593,4361.571446
32.306125,4168.400705
32.825048,4267.696834
33.157170,4276.645047
33.514519,4346.922400
32.146696,4162.357528
33.162113,4328.621953
32.237768,4140.564087
32.758341,4238.629535
31.896756,4126.024030
33.484454,4331.579832
32.436358,4168.520012
33.383919,4339.312095
32.012316,4146.901122
33.507636,4367.257330
32.874422,4254.941536
33.230947,4317.138412
33.214131,4305.351797
32.455584,4194.440954
32.312566,4151.349004
32.630747,4209.587760
32.726449,4253.949287
32.767172,4263.928964
32.516276,4217.476034
33.472635,4317.861008
32.619717,4211.788910
32.801021,4229.210428
33.366812,4354.763167
32.144942,4171.037593
32.202279,4106.000632
32.435055,4138.085865
33.078440,4275.289511
32.744064,4192.945619
33.234541,4315.160518
32.815894,4275.849969
32.875115,4261.680893
32.741013,4239.545777
33.031357,4286.348450
32.744287,4216.777161
33.259164,4343.929156
32.418590,4169.931041
32.413467,4189.211303
32.596285,4176.077552
31.956777,4150.024974
33.765932,4377.796293
33.500054,4310.457968
32.975914,4301.580757
33.861079,4420.381533
33.129180,4301.013660
33.113696,4291.474711
31.843779,4113.145131
33.289893,4261.846534
33.169537,4267.023341
32.504064,4201.203398
32.849626,4251.887355
33.715479,4351.399695
32.423226,4163.073889
32.858048,4250.738753
31.797410,4093.517293
33.612238,4343.005415
32.655011,4249.143430
32.408003,4197.672772
33.487287,4344.828043
33.190938,4277.259096
33.002356,4256.349580
32.516132,4195.750407
32.690778,4212.732321
32.160580,4184.206381
32.526616,4190.462241
33.163610,4274.621974
32.293598,4170.855757
33.809652,4363.654694
32.873681,4207.991352
33.433244,4344.053285
33.152259,4276.804755
31.760057,4066.118120
32.437812,4141.989400
33.533649,4366.594403
33.834775,4385.761254
32.113951,4099.158780
32.901214,4270.723692
32.824086,4252.193207
33.061314,4297.740598
32.378724,4175.141759
32.690633,4247.661029
32.002834,4150.231292
33.090953,4279.405115
33.355335,4317.830529
32.686788,4223.917071
33.775265,4409.241652
32.689641,4230.505248
33.271242,4346.692397
32.573460,4181.986416
32.928105,4245.375760
32.401886,4119.561068
32.991221,4263.601443
32.579095,4189.959434
33.086375,4286.791640
32.851979,4231.473270
32.763713,4205.547541
32.345237,4206.083129
33.064776,4308.423335
31.787565,4064.522652
32.042313,4142.168024
32.733477,4266.127170
32.502698,4186.681148
31.883002,4118.463494
33.596865,4362.933642
32.689002,4233.591222
32.494050,4204.876116
31.384135,4019.156433
32.433046,4192.208949
32.005241,4079.984190
32.744598,4224.590856
32.877184,4276.408665
32.384610,4155.750337
32.864996,4300.462646
32.741997,4228.140539
33.074011,4247.366183
32.134247,4117.811875
31.982672,4147.194188
33.733294,4451.832006
32.816919,4223.133368
33.230127,4308.026585
33.284479,4343.433166
32.177178,4115.932607
32.949883,4266.959574
31.475212,4043.937710
32.631619,4184.810384
33.222626,4277.452346
31.665236,4030.629081
33.164268,4301.899732
32.903022,4235.846032
33.789813,4367.609708
33.113463,4267.627426
33.337069,4332.594037
32.767856,4240.535829
32.506562,4185.941011
32.396859,4223.119922
33.184094,4335.611398
32.150127,4116.423012
32.368458,4127.852805
33.128889,4282.725581
33.184643,4314.186998
32.815912,4225.999689
32.922602,4277.319223
34.001455,4415.460332
32.214819,4144.635575
33.244426,4309.220333
31.958333,4112.930639
33.236192,4330.287625
32.625713,4166.857201
31.786643,4071.896492
32.592785,4181.431624
33.015317,4224.472888
33.917219,4426.814411
33.238754,4304.264197
33.275164,4290.524947
32.757268,4217.523096
31.949599,4126.462501
31.819421,4097.948187
33.212200,4268.381704
32.338404,4175.130708
33.035471,4276.030177
32.602429,4222.495149
33.298199,4313.094500
33.255116,4307.217039
32.258863,4143.927694
32.556530,4228.763657
32.783980,4212.133269
32.675662,4283.735409
33.640408,4388.644879
33.423809,4329.898812
32.764470,4241.524905
32.709755,4260.254196
32.822414,4273.005793
32.792395,4215.474093
32.438186,4178.095954
33.262900,4301.986000
32.360959,4113.626875
32.907432,4324.781877
33.114245,4309.126047
33.379753,4327.943180
32.491576,4138.731675
32.969822,4290.133615
33.007811,4284.338681
33.433130,4321.811151
33.672459,4371.359192
33.327134,4319.084151
31.955543,4138.388443
32.557048,4236.266662
32.989200,4218.800548
34.025322,4402.103614
32.676235,4246.492348
33.629024,4376.577738
32.136361,4136.315339
32.745747,4225.474882
32.270539,4155.508831
32.727241,4193.867456
32.740340,4215.178707
33.447726,4339.710110
32.993449,4263.417184
33.537557,4378.998919
33.116291,4300.687131
33.420551,4362.663734
33.275054,4287.188196
32.519566,4216.922381
33.169677,4311.923095
32.832316,4213.097412
31.971283,4105.079879
32.125211,4127.999476
33.399331,4307.201728
33.284239,4350.914695
32.788716,4227.159397
32.948734,4263.952708
33.200010,4313.238799
32.969195,4274.241432
33.552624,4399.358730
33.294576,4316.159498
32.006720,4113.121011
33.493720,4348.041480
33.587104,4352.364986
32.976474,4278.119734
32.927923,4250.926350
32.112786,4135.114253
32.913876,4213.740085
32.980713,4262.413132
33.295425,4301.390207
32.513675,4174.038624
33.666113,4395.415178
33.421022,4354.026568
32.870361,4193.773721
32.320253,4154.506786
32.693684,4230.990638
31.912424,4151.285818
32.775866,4273.486604
32.264998,4172.753875
32.274019,4155.040245
32.606357,4220.887863
32.431539,4203.960152
32.765461,4252.700649
32.801468,4253.318697
32.486078,4135.796724
32.355577,4190.216615
33.049512,4289.173138
33.167959,4254.509637
33.151610,4261.574680
33.688528,4375.716564
32.191623,4127.063118
31.909916,4088.693482
32.790012,4236.667618
33.978017,4447.865626
32.327095,4160.203039
33.517278,4362.432797
33.373152,4343.920585
32.109229,4111.610052
32.168342,4148.352883
33.579302,4340.561649
32.597662,4191.027228
33.235373,4287.487104
31.737756,4121.858657
32.495510,4198.334792
33.257562,4363.624942
32.592121,4203.775971
33.038888,4234.071481
32.946349,4262.320098
32.838916,4243.185330
33.052399,4278.082642
32.994981,4236.710197
33.133857,4311.617716
32.306857,4223.164132
33.546416,4366.624145
32.898870,4214.376081
33.291227,4341.964733
31.736773,4072.041780
33.245192,4306.545725
32.512252,4213.395670
33.188600,4298.776372
33.090732,4292.347787
33.066675,4291.269111
33.188022,4296.332947
33.181421,4314.981042
32.685787,4231.553577
33.939551,4428.579425
33.269313,4324.697161
32.865025,4215.488006
33.167309,4311.665139
33.047443,4307.646682
33.218888,4334.196819
31.842037,4091.103677
32.282667,4115.883876
32.635243,4248.186415
31.940680,4140.225692
33.596868,4391.403604
33.083677,4269.166542
33.546900,4358.101713
32.516212,4241.456907
32.889635,4254.615136
33.275840,4325.044510
32.424972,4194.284418
32.901678,4257.587086
32.707027,4267.666365
31.479695,4050.634738
33.281258,4304.000407
32.695247,4256.621307
32.823329,4290.492664
32.541659,4224.420081
33.376358,4291.946424
33.110463,4274.992564
32.440631,4174.639918
32.580497,4203.564102
33.193313,4310.851207
31.588465,4093.836701
32.962443,4278.240347
32.720941,4279.766376
32.309789,4184.688905
32.730554,4226.253705
32.753989,4240.474492
32.722157,4228.327573
32.961837,4242.193753
33.249217,4247.689387
33.018039,4282.558301
32.714898,4248.337998
32.723215,4208.527294
33.239137,4273.887788
34.054559,4405.438020
32.760646,4234.041385
33.376270,4314.338777
32.280646,4210.747477
33.156903,4325.228483
33.012339,4270.083000
33.183700,4284.910744
32.611654,4217.622692
34.113531,4432.428330
33.269998,4305.772308
32.383356,4183.789126
33.213658,4314.194133
33.659604,4379.832054
32.924202,4232.064606
33.228148,4294.780019
33.225830,4263.415555
33.085497,4305.838376
32.703958,4191.244887
32.323536,4141.396233
32.572866,4186.847179
32.497174,4213.031973
32.639825,4160.527854
33.241070,4354.267075
32.808253,4235.152295
32.785150,4191.604719
33.095874,4279.476096
32.986941,4263.288255
33.142108,4313.443743
32.426004,4198.505305
33.112311,4306.047164
33.427254,4325.244045
32.361591,4146.084420
32.586853,4223.925203
33.209357,4279.028060
32.686267,4184.066331
31.568284,4048.561083
32.656589,4181.602122
33.633821,4352.742484
32.470701,4192.511540
32.617036,4235.171613
31.597188,4048.109074
32.118371,4162.893623
32.232402,4181.569815
32.937895,4248.201122
32.417453,4155.494728
33.162173,4255.767742
32.201239,4142.934253
32.265575,4142.184011
32.030499,4106.723473
32.728646,4232.432392
33.024513,4252.610835
32.695178,4194.414310
33.088400,4279.268895
32.245628,4178.610066
32.430759,4216.850466
33.199676,4277.909500
33.267684,4345.591464
32.971466,4265.073763
33.131420,4257.958395
31.959592,4074.457351
32.717144,4235.239903
32.280745,4185.403458
32.771453,4234.722202
33.286273,4323.826456
33.226979,4260.871407
31.472162,4055.569549
32.581286,4242.341680
32.204256,4132.463038
32.320100,4152.418405
33.377368,4310.653978
32.905559,4311.090726
32.933317,4277.067840
32.199447,4154.155925
33.776347,4381.734209
32.252647,4134.924339
33.369809,4347.324019
32.421719,4177.342600
33.055355,4332.781622
31.890045,4076.985340
32.311082,4122.283702
32.795728,4247.865779
33.105642,4307.604271
32.973542,4264.582373
32.777163,4217.690531
33.373803,4314.676924
33.178370,4269.620948
33.168596,4295.168348
32.175868,4174.104557
32.267584,4160.278314
33.000263,4271.679526
33.065399,4276.972814
32.510305,4204.022309
32.720987,4242.689268
32.451534,4227.611961
33.206375,4309.696106
33.355235,4295.056620
33.570269,4385.900003
33.091631,4278.473182
32.705155,4244.103219
32.805760,4232.506384
33.035293,4264.229155
32.307983,4156.590441
32.167201,4149.364250
34.060073,4399.127153
33.099120,4340.955362
32.713060,4184.984702
33.380623,4288.022863
33.160826,4312.216317
32.830672,4247.909277
32.891221,4207.556428
32.742512,4182.514640
32.807980,4255.173320
32.554286,4207.895716
32.851750,4230.720328
33.127886,4282.786983
32.737055,4273.485332
33.201747,4305.750214
32.824947,4237.826528
33.695805,4380.189612
33.437644,4330.475025
32.781830,4240.425836
33.232605,4262.455839
33.322113,4364.957004
33.730894,4360.237334
33.507051,4301.029742
32.391923,4174.807153
31.707692,4111.276380
32.298390,4205.258095
33.440803,4324.903160
33.128570,4308.025267
32.813707,4259.258180
32.602536,4201.765924
33.053763,4306.936403
32.358673,4181.519587
33.559547,4322.349620
32.211808,4145.102052
32.510419,4238.071976
32.232821,4079.021594
33.273745,4287.154541
32.421992,4208.638337
33.604542,4337.763780
32.360737,4148.481481
32.104558,4152.625534
33.023738,4286.326542
32.219810,4135.813077
32.796084,4242.544112
32.454288,4196.136916
33.501214,4331.017208
32.740553,4217.441916
32.086757,4126.330932
33.828439,4380.905433
32.512779,4168.289094
32.981876,4265.481454
32.679648,4235.940317
33.021272,4259.241308
33.174201,4323.801556
32.248163,4182.178510
32.992616,4262.209320
33.225791,4341.652074
32.958838,4226.823097
32.750255,4283.348376
32.782047,4223.930210
32.737724,4204.075152
33.143131,4307.327507
33.256053,4306.548440
33.470604,4372.323567
31.882059,4084.636868
32.340652,4193.239922
32.527927,4196.733897
33.438617,4377.046520
32.927621,4250.953468
32.740596,4235.880174
32.844345,4248.561981
33.295064,4315.316929
33.796838,4375.217992
31.952779,4052.422206
32.468624,4160.058332
32.691294,4217.071050
33.170430,4268.429988
32.182564,4122.663706
33.750111,4414.316354
33.391148,4375.955263
31.214499,4009.524190
33.144270,4326.580067
33.256910,4339.517020
31.874235,4115.353411
33.169729,4304.174693
33.373119,4327.860421
31.925211,4090.765176
32.713923,4225.096480
32.997041,4234.611976
32.397902,4143.173335
32.535893,4211.902895
32.782098,4232.578528
32.793271,4237.081504
32.095441,4134.547372
32.766805,4211.935486
32.305846,4141.798019
31.559106,3999.968214
32.791013,4195.914302
32.490333,4198.612643
31.979354,4103.776229
33.129508,4269.773785
31.950446,4066.990537
32.572423,4177.324914
33.113855,4290.861585
32.569308,4191.755528
33.195877,4363.183210
32.500092,4207.734559
33.663341,4345.580894
32.447798,4199.620071
33.355118,4337.152773
32.821389,4217.611060
33.011228,4291.176564
32.809564,4287.430868
33.263440,4354.822199
34.058716,4442.565017
32.758782,4217.127346
33.008879,4280.965381
33.067571,4270.429226
32.501611,4223.268634
33.323549,4330.158943
33.879776,4413.946733
32.064982,4114.557013
33.583351,4356.351139
31.818840,4108.760586
32.641783,4186.073130
31.021173,3951.760338
31.904869,4094.563600
34.178119,4503.281297
32.507840,4194.119149
33.356240,4319.711529
33.460094,4391.351226
33.005642,4267.420063
32.700704,4218.055621
32.934901,4285.266840
31.830718,4131.899482
32.584785,4205.926548
34.009222,4422.083574
32.732320,4251.041356
33.139044,4271.251778
33.182131,4307.468414
33.473849,4395.596576
33.081947,4275.637089
32.986803,4276.626818
33.703429,4416.646258
33.294502,4310.344385
32.229703,4181.109988
33.029745,4253.353415
32.683812,4196.354991
33.604177,4386.856838
34.167724,4458.504771
33.019589,4284.246223
33.477248,4376.576675
32.734889,4221.173856
33.318093,4331.385426
33.037010,4267.258711
33.186078,4327.106371
32.287237,4168.890152
33.637984,4348.608349
32.243958,4161.540883
32.198548,4144.503686
32.786482,4227.297350
32.336382,4126.017029
33.453990,4369.009538
32.387469,4210.691693
32.290681,4218.718646
32.795852,4248.188664
33.331007,4318.914398
32.709219,4253.113962
32.189044,4144.125759
33.026632,4317.719021
32.650266,4219.193248
32.496301,4160.766096
33.652388,4374.145330
33.401995,4315.048923
33.372599,4323.606865
32.844642,4271.352846
33.595856,4342.435006
33.544372,4337.746052
33.195677,4304.033934
33.214404,4288.754310
32.313185,4157.257887
33.305361,4317.793177
32.232683,4146.104579
32.716155,4213.424888
33.484626,4356.041454
32.130978,4130.784146
32.949720,4272.766473
32.631983,4191.280511
32.814512,4211.905807
32.813230,4248.192308
32.900540,4256.451527
32.774865,4213.917403
34.297184,4445.395603
33.103652,4316.872021
32.812318,4266.028419
32.224761,4129.805072
32.912537,4288.976861
32.779281,4245.305638
32.283936,4139.187004
33.458254,4356.578597
32.604273,4194.349909
33.256391,4275.471989
32.699003,4256.220280
33.273457,4291.703367
32.431938,4197.094517
32.836185,4217.070544
33.291629,4299.157960
33.318596,4334.864308
32.155426,4150.108617
32.285763,4153.192476
32.678363,4192.956793
32.414106,4180.391035
33.167284,4276.315574
33.047644,4277.275896
33.050689,4264.729508
32.191351,4184.029133
32.017771,4140.058354
32.801444,4212.200176
33.486032,4345.399614
32.844466,4279.182452
32.179389,4105.832926
32.380954,4187.179606
31.936890,4075.015324
32.373852,4156.348174
32.618075,4215.238093
33.647467,4359.731802
32.852787,4255.842640
32.733579,4212.887056
32.903860,4226.851256
33.395327,4347.130594
32.159530,4144.354684
31.535728,4036.871815
32.712676,4223.166019
33.224687,4340.809491
32.371802,4130.618281
32.992899,4246.196911
32.376548,4197.686136
32.880173,4241.571969
32.990781,4263.812934
32.720533,4163.858402
33.420115,4334.335645
33.053765,4274.844422
32.154984,4136.963387
33.878581,4402.441887
33.987026,4453.531549
33.133747,4293.017906
33.340855,4347.470840
32.342190,4175.522096
32.749652,4264.128801
32.622459,4203.591962
31.695594,4068.134298
32.801321,4218.505255
31.580541,4056.942553
32.837241,4301.908794
32.491871,4194.484099
32.349483,4149.274529
31.924854,4079.085264
33.003482,4273.675373
32.341854,4170.666732
33.269979,4325.817399
33.136793,4307.102480
33.617443,4329.134323
34.151912,4419.124989
33.354329,4332.471123
32.342913,4176.380098
32.906382,4233.787559
32.777814,4229.142009
33.540155,4336.539771
32.206321,4149.541501
32.311895,4164.167030
33.720799,4416.610989
32.355550,4172.283483
31.739629,4099.334311
32.993159,4286.724985
33.424523,4318.026551
32.168290,4146.772793
32.955424,4245.954909
32.897053,4261.398212
33.426614,4330.255692
32.792872,4236.023321
33.809941,4395.981850
32.626891,4204.348236
33.494717,4330.182766
32.709684,4204.304318
33.253037,4300.820479
32.963057,4258.947709
32.764525,4226.811841
32.763949,4228.200687
32.659999,4204.186701
33.760550,4434.553414
33.392222,4348.676913
32.835646,4235.170389
32.619154,4212.914533
32.162766,4155.749372
32.448352,4183.475912
32.820769,4191.931098
33.443782,4340.950418
32.429760,4160.071019
33.225386,4276.552280
32.528413,4174.062615
33.026846,4257.775961
32.948761,4259.731951
33.029266,4304.850065
32.482596,4229.407700
33.266847,4334.243462
33.316436,4325.629843
32.713774,4178.990733
32.277612,4119.226345
32.677157,4240.247932
33.225904,4306.121849
31.828939,4130.683857
33.067592,4298.338617
32.679257,4219.088237
32.366740,4194.902506
32.801213,4218.307870
32.300290,4122.628363
33.073285,4287.797422
33.023104,4246.162200
32.872009,4241.688429
32.142897,4120.983827
33.505764,4298.621892
32.393284,4138.640212
33.176321,4274.904273
32.399478,4152.821530
32.545463,4240.704084
33.706331,4422.195478
32.888735,4286.171733
33.303953,4315.543162
32.190211,4100.854104
32.555835,4157.221472
33.682460,4389.515736
32.441170,4175.116585
32.851360,4266.400714
32.924858,4273.152190
33.095849,4283.724733
32.449284,4170.779011
32.912683,4231.643427
32.836470,4245.019980
33.434781,4314.109754
33.383449,4321.905494
32.923139,4288.657756
32.359600,4160.208286
32.680400,4190.265660
33.097826,4299.802411
32.761350,4230.960282
32.889506,4212.104833
33.594329,4346.199506
33.739095,4373.518655
32.768311,4200.525296
33.132476,4301.018275
32.413057,4234.321765
33.919606,4412.555043
33.323468,4356.908340
33.512657,4356.690767
33.130590,4241.862534
33.637703,4322.786115
32.832062,4247.385267
33.774211,4321.425685
32.089002,4132.661108
32.857327,4211.282961
32.987067,4287.516522
31.974166,4080.474717
33.374186,4341.147351
32.010349,4138.239503
33.160821,4324.830693
33.617443,4414.098082
32.961984,4281.128820
31.747332,4111.033178
32.812209,4233.894215
32.410360,4227.483565
32.234964,4173.587808
32.538344,4195.795916
31.646663,4074.822467
32.685186,4181.320874
33.819996,4412.936446
32.653628,4208.113112
32.734038,4219.042783
32.771538,4247.891701
32.724775,4216.958637
32.969970,4262.694757
32.059460,4111.868507
31.747346,4084.889914
33.302793,4296.864626
32.653558,4183.707070
32.140811,4149.077181
33.554797,4378.380574
32.120736,4133.418584
32.181879,4136.653674
31.859592,4091.427938
33.876827,4392.821522
33.029162,4271.166696
33.272389,4323.760806
33.604686,4326.302344
32.073049,4121.114101
32.766754,4231.554935
32.563111,4202.355221
33.192837,4238.327443
33.150420,4289.408157
33.204178,4307.521149
32.199169,4191.726848
33.363793,4336.717741
32.104933,4163.541312
33.439008,4333.573628
33.232844,4285.776526
32.878118,4264.990628
32.824021,4244.840151
32.901792,4285.544181
32.532099,4239.888244
32.088704,4164.598988
33.165195,4307.527689
32.609550,4192.271065
33.516246,4344.145016
33.231966,4297.674713
32.468603,4196.586093
32.877064,4233.294092
34.205223,4438.095208
33.140005,4307.839263
32.279378,4170.032140
33.500693,4356.055041
33.011699,4264.479067
32.078484,4136.095271
33.312786,4308.555813
33.038315,4313.495484
32.723041,4250.361204
33.033450,4279.670522
32.983963,4255.137663
31.470004,4044.657507
32.305123,4160.604743
31.605364,4034.834477
32.439125,4182.649219
33.009477,4259.610721
33.084897,4247.625962
33.567030,4344.910718
31.882069,4127.503135
33.084948,4272.802825
32.837467,4179.643469
32.683479,4180.307799
32.201970,4133.324820
33.187435,4319.531097
32.508006,4184.441205
32.970856,4285.593629
33.062651,4285.848020
32.544677,4206.926429
33.455606,4337.661181
32.109108,4099.395559
32.632200,4170.198059
32.105603,4127.869581
32.179286,4095.811149
31.964749,4098.864435
32.970278,4267.562892
32.767390,4226.082053
32.814632,4224.182496
32.798461,4261.202846
33.172937,4326.538609
32.283329,4103.492927
32.578550,4210.367505
33.018442,4278.362135
33.359274,4371.126516
31.950541,4150.855541
33.488561,4371.044822
33.037125,4321.945816
33.078863,4272.234083
33.092035,4284.410002
33.459443,4316.179755
33.546772,4354.421780
32.772012,4248.239753
32.665475,4181.507630
32.556197,4189.159932
33.024414,4274.473993
32.886056,4239.831092
32.469553,4166.358657
33.510532,4360.170793
32.440069,4207.703375
33.047371,4255.803377
32.204354,4135.325619
33.352945,4327.977705
32.832037,4271.969430
32.226284,4113.889856
32.635354,4215.162830
32.933618,4276.042045
32.966690,4237.962137
31.436887,4028.141126
33.173422,4287.812413
32.835204,4259.693155
33.073284,4318.656924
32.874140,4237.872086
32.248034,4153.690825
33.195391,4340.078235
34.450795,4513.785794
32.639481,4241.338188
32.644147,4205.554267
33.030326,4296.942552
32.498134,4175.832876
32.715370,4196.725148
33.074213,4298.698728
32.531179,4222.393213
33.517455,4355.116043
32.703120,4171.452004
31.706709,4049.067013
33.241174,4308.609769
33.103070,4291.677417
33.451044,4341.945196
31.948151,4102.860611
32.579992,4184.194466
32.628622,4238.590726
32.271251,4135.315056
33.293559,4299.549072
32.677234,4229.813657
32.359720,4204.297750
32.126018,4146.740924
33.443401,4363.795155
33.472419,4325.429606
33.111247,4240.277762
33.070269,4305.526333
33.094496,4283.903927
34.364144,4489.728695
33.498120,4366.682774
32.142270,4174.668136
32.275743,4198.691317
33.031973,4295.067272
32.790374,4200.216754
32.316744,4131.297856
31.888230,4084.781878
32.744562,4213.906537
33.100936,4302.011078
33.339626,4311.405376
32.713442,4174.513427
33.154548,4335.332504
33.540813,4379.788824
32.543281,4207.113796
32.127553,4114.260461
33.371337,4331.161590
32.626547,4201.775824
33.271262,4294.645894
32.726243,4212.821771
32.682511,4228.014493
32.440515,4157.469775
32.968488,4221.232580
33.361881,4337.560294
33.023743,4268.538503
32.869393,4267.346517
33.629814,4346.456267
32.767294,4202.795687
33.381963,4303.908015
32.783907,4240.509326
33.014403,4273.143654
33.099195,4328.980084
33.106667,4289.760337
32.526330,4205.934867
32.946478,4259.754254
33.369407,4341.800112
32.923803,4310.941238
33.302414,4303.789742
32.248931,4148.494177
32.166246,4154.834245
32.417144,4154.735313
33.437168,4384.149781
32.386600,4205.405799
32.798765,4237.496297
32.542499,4204.118951
32.603665,4243.989164
32.879040,4254.098474
32.336635,4119.403401
32.682977,4230.570339
32.679774,4169.342447
32.628041,4172.385860
32.183716,4187.607778
32.295441,4139.011516
33.583520,4365.722252
31.124184,3947.836172
32.856563,4279.647079
32.057542,4074.965857
33.363954,4343.959278
32.145598,4186.834006
33.003796,4267.880278
32.337631,4156.232812
32.316365,4147.231551
33.479525,4337.485131
33.375466,4294.846585
32.125909,4149.310704
32.755412,4266.438520
32.979694,4266.868832
33.376784,4308.735574
33.011675,4278.660529
33.556464,4341.975310
32.112893,4109.223717
32.807797,4235.592653
33.138929,4266.136023
32.707488,4207.725820
32.951988,4237.120946
32.819675,4238.193200
33.371394,4298.888564
33.305829,4278.708721
33.442403,4292.825442
33.068165,4275.459965
33.072472,4324.610085
32.385041,4164.318982
32.072860,4133.007115
32.465152,4173.843880
32.653743,4195.580864
32.860608,4278.733265
32.560326,4231.983707
32.615150,4201.443745
33.309723,4336.448621
32.381182,4170.937749
31.917830,4096.208793
33.372464,4326.471092
32.604760,4197.467397
32.834764,4228.656917
33.772523,4386.521024
32.400061,4175.682403
32.633204,4220.751679
33.062214,4317.181970
32.134438,4118.538725
32.567405,4184.840522
32.925664,4219.435649
32.291200,4134.486805
32.835744,4274.391408
32.309111,4125.582296
32.559123,4194.981522
32.937496,4236.902189
32.701670,4244.583826
34.260622,4536.785627
33.279376,4301.466881
31.831880,4086.176613
32.542132,4218.152915
33.432714,4311.821649
32.804576,4221.421974
33.186837,4289.486010
32.612928,4189.773839
32.404470,4210.214202
32.566951,4222.236661
33.356667,4304.512725
33.347987,4299.526515
32.672428,4238.537685
32.715212,4253.816967
32.265931,4169.357660
32.749039,4212.653548
32.071214,4118.820328
33.137049,4257.040659
32.561174,4223.922891
33.543467,4344.461024
32.585746,4173.593249
32.991953,4262.807133
32.849550,4269.417378
32.773420,4240.545571
33.747560,4382.950556
33.632338,4327.769152
33.255489,4340.919819
32.527914,4168.584729
32.359339,4168.951639
32.959248,4270.693410
32.426748,4194.267722
32.457995,4178.902296
32.077794,4118.659425
32.183687,4103.037428
32.595913,4205.535173
32.853777,4295.732744
32.862838,4213.979615
32.352434,4150.617331
33.192174,4272.110982
31.906000,4087.617337
32.616556,4227.039095
33.149532,4316.646065
32.250176,4162.427442
34.134278,4468.795289
32.905027,4281.006288
33.341480,4296.940621
32.620959,4174.200328
32.673426,4205.131093
33.360083,4294.447276
32.911826,4272.957638
33.221011,4280.576110
32.535033,4213.681316
31.800249,4087.561934
32.771538,4287.238451
31.474619,4000.359757
32.962921,4272.486345
33.166787,4269.903535
33.414867,4329.125050
32.132668,4154.856121
33.075421,4293.149332
32.884626,4235.929759
30.393114,3865.207947
32.537518,4239.735343
33.815582,4366.540747
33.168006,4288.753493
32.507081,4240.173589
32.658723,4197.126007
33.172442,4275.337164
33.368933,4296.158671
32.593488,4214.176106
33.274578,4333.481206
33.055410,4293.112141
32.356515,4163.291258
32.768343,4216.125956
33.525157,4335.032172
32.737256,4272.753666
33.354212,4341.194253
32.959855,4281.208590
32.536639,4176.974378
33.793482,4400.902762
33.560294,4308.339372
32.629608,4238.594423
32.295546,4162.625237
32.680284,4237.840134
31.836619,4099.414895
33.035368,4291.756728
32.610155,4211.916307
32.750220,4250.823606
33.203466,4300.813638
33.420717,4385.048010
32.639846,4214.808761
33.671039,4383.645380
32.151447,4132.702654
33.022848,4289.096541
32.751360,4243.926792
33.570771,4316.965025
33.668072,4334.913779
32.616543,4234.995887
32.329798,4158.904719
32.410912,4133.993331
33.124134,4280.297097
32.825078,4201.500807
32.992940,4258.410662
32.784706,4233.194161
33.320182,4327.097454
33.237097,4263.080994
32.598855,4197.382165
32.915372,4277.707095
33.144776,4281.489341
32.767581,4233.501457
32.965310,4252.601785
33.066594,4288.584780
32.700508,4279.304229
33.082502,4320.847552
33.363237,4293.383254
33.918667,4408.237857
33.126051,4279.164530
33.817410,4383.666626
32.688940,4234.343632
33.388410,4312.983864
33.437324,4368.348441
33.902660,4399.544497
32.425663,4124.223466
32.772862,4267.558130
32.590586,4198.026929
33.056807,4275.310104
33.192882,4303.176233
33.396027,4338.354713
33.562775,4376.530534
32.693345,4185.228757
33.662061,4357.555324
32.867031,4227.697212
33.205800,4290.568166
33.535008,4341.039359
33.623793,4422.965124
31.885037,4124.344178
32.566397,4219.387954
33.003379,4275.929626
33.330891,4304.881278
33.941625,4371.117320
32.536907,4155.060648
