D,E
22.487061,735.536279
23.293224,770.605651
22.449360,746.783389
20.900335,699.796593
21.210348,682.371117
22.377244,732.080404
22.087715,725.902601
21.866785,715.357321
21.323433,693.732193
22.087253,710.404484
22.624507,732.151221
20.278679,654.331764
21.056906,705.592011
21.343058,698.010995
22.599623,724.680697
22.439441,749.701438
22.134561,711.132294
20.971835,683.680418
20.707183,649.337155
22.234099,716.001552
21.296639,694.569882
21.229189,683.667344
22.606570,741.375699
22.977446,745.078349
22.146973,715.768049
21.521255,719.047222
22.664441,742.695070
21.545194,722.605753
22.766465,752.583811
21.399551,713.707258
22.103498,727.711725
22.572821,726.948679
21.557593,708.761930
22.688822,729.605396
22.607011,745.492576
22.861363,741.246407
22.824738,753.042205
22.627615,747.463817
22.513240,758.779675
22.131799,725.918241
21.712676,717.615387
20.302640,653.889035
21.479168,703.039245
22.080319,727.797204
21.494317,707.288935
20.479177,671.666685
21.650811,700.258183
22.584888,742.189353
22.064173,719.963336
22.273263,740.614067
21.113469,683.131472
22.755004,739.363846
21.558827,707.851316
22.108563,728.038308
20.839768,676.388150
22.975101,752.141230
21.073993,695.459033
22.381879,748.282768
22.556560,738.675938
22.805905,737.938064
21.809665,692.516113
22.808541,757.618483
22.552494,759.094242
23.388508,760.909698
21.567520,709.481160
21.974706,723.270446
21.441470,700.580720
21.646599,727.636833
22.423120,725.658430
21.225096,685.767268
19.797428,644.438989
21.416720,695.439663
20.975650,684.276133
21.591045,712.454288
22.146945,708.189053
20.468468,668.859386
21.998916,734.836812
20.139834,637.190805
21.930237,713.936424
20.096437,646.689041
22.225982,723.210337
22.543146,752.185152
21.955311,736.066245
20.814637,691.161255
21.016280,699.215770
20.980798,703.144956
21.164869,697.476747
21.253570,691.431262
22.995152,769.410049
21.578213,723.900536
22.308008,738.200230
21.615360,715.881004
23.174652,762.585625
23.042111,740.910636
21.547146,692.403954
21.404423,682.733618
22.282310,732.630972
22.041901,703.099265
21.020675,687.646596
21.498592,692.213216
20.216373,668.229392
22.589036,745.481515
21.305585,706.142489
21.622196,695.882234
21.239605,688.254675
21.726915,714.063492
21.814722,723.557835
21.404449,713.234638
21.476662,706.641168
20.570187,672.325304
21.383495,697.294805
22.280475,738.278512
22.054167,711.459218
21.910117,712.612949
20.034980,645.863827
21.878829,716.305021
21.279790,692.368187
21.124142,698.476811
22.262245,718.531345
23.072667,756.317781
20.574311,680.105246
22.664800,748.585188
21.852421,710.956635
21.290721,688.245652
21.851887,711.485027
20.152936,662.335010
21.240360,681.466768
22.989199,752.264488
22.080853,726.767977
21.950563,730.224424
22.791040,742.443829
20.142620,663.845496
21.304633,708.209749
22.128025,717.141566
20.773728,674.972925
19.943155,656.686050
21.685348,702.269131
20.964396,684.148448
21.197783,684.054702
22.000609,734.909641
20.525875,673.498492
21.529609,703.133378
22.613676,727.242412
20.968445,702.771808
20.755532,659.198388
20.796130,672.750003
21.215912,683.450126
21.550485,706.300653
21.767854,718.572282
22.639276,745.220159
22.689223,731.614823
21.722798,704.815121
22.365798,745.113958
22.629799,740.491063
22.831218,760.538624
22.473102,736.377668
22.701981,734.599835
20.978682,701.230688
20.798357,688.851561
22.214851,718.584982
22.598739,740.301629
22.124230,717.121630
21.508020,689.050074
20.943403,685.562793
21.974853,722.806340
21.979839,713.543593
22.283687,739.362143
21.913286,713.005773
22.708721,736.857705
21.446323,700.214852
21.563559,707.692494
21.557536,705.771484
21.352511,692.525397
22.994523,757.039884
21.760446,717.038273
22.435634,721.803788
22.281292,739.835303
22.113908,728.146792
21.932141,702.142705
20.612866,676.504646
22.741663,748.986219
20.817942,680.297560
22.641564,749.027722
22.442116,731.610245
22.329835,737.482831
21.729911,704.650288
22.640656,735.745533
22.449691,755.569343
22.545646,722.173732
21.922412,709.046549
22.359152,724.567901
20.969843,693.252909
22.222218,737.717063
21.546090,693.557473
21.203243,704.500547
22.877894,747.733559
22.218520,731.001767
20.857396,695.492735
21.849538,714.047481
21.804293,708.028299
21.745103,707.408559
21.251973,691.113136
22.309466,740.839971
21.667948,698.869169
21.416383,678.024636
22.027561,725.844056
23.043206,758.761342
21.426276,695.493072
21.729394,717.755383
21.052908,690.915468
21.526674,704.869352
22.990436,750.622735
21.179418,712.910241
22.052877,726.908504
22.139197,726.182703
21.433701,679.624029
21.480096,704.655753
21.541780,691.536342
21.853760,716.793877
21.285438,684.489979
21.036188,687.255360
22.819947,753.322353
21.657165,713.456657
21.852302,710.990709
20.975165,687.977394
19.899222,652.882833
20.721948,687.207117
20.359967,662.924377
23.519754,776.382482
20.408927,667.841965
21.389367,712.413460
22.456029,732.308179
22.105809,728.503774
21.666793,702.268591
20.957789,693.726135
21.679999,698.375634
22.361592,712.100846
21.701646,702.304083
21.006306,689.072641
23.432060,775.395078
20.095031,664.622116
21.880624,725.562407
21.252337,688.211730
20.625717,666.030309
21.295408,709.950739
22.105045,724.701151
21.303613,694.255344
21.321517,676.845045
22.391970,715.628812
21.727384,717.929229
21.597967,699.954620
22.883586,744.358757
22.370768,727.925985
20.278297,641.569232
21.312641,695.217879
22.523239,759.698941
21.961905,716.911744
20.763738,685.567093
21.533301,691.728400
21.614830,711.964825
21.942593,728.210123
21.398969,695.499048
21.524160,706.157940
22.449793,731.394238
22.344265,728.590493
21.572699,688.843208
22.098326,727.566530
23.099009,745.750371
21.392347,714.988653
22.019545,735.417130
23.031319,755.138547
21.965455,717.997037
23.159773,764.285184
19.946632,652.552821
22.350045,727.835351
21.788739,720.423304
21.386780,678.325100
20.648890,678.152512
21.203518,684.977460
22.474988,738.418759
20.935379,698.124909
22.292911,725.573714
21.419826,698.992605
21.281903,706.133025
21.424933,693.218998
19.502872,631.535725
22.380360,731.478183
21.332487,691.060707
21.890682,749.319960
22.940594,748.567208
20.843860,659.331614
20.883176,683.215931
20.820497,674.346077
21.406298,696.746279
21.885223,710.609648
21.543789,707.088417
22.661122,746.507730
21.797688,704.496898
22.847009,759.224709
22.535288,740.239755
21.802096,706.264424
21.565895,728.338763
21.953967,734.098764
22.362354,725.257690
21.740672,707.291092
22.465705,734.295425
23.742509,780.650914
20.362865,664.200720
21.426251,702.846139
21.347279,709.155984
22.694169,732.749601
22.285824,723.529694
21.331055,698.388506
22.828435,753.862048
20.755709,687.139963
21.799398,709.883344
21.624582,711.762081
22.780979,755.564116
22.238682,718.665666
22.491023,741.562666
21.418010,704.015108
22.315061,741.328562
22.393962,733.186303
21.222608,686.942050
21.167783,704.493724
22.136120,715.661785
22.268111,736.082456
21.327205,710.817249
21.114770,695.824586
22.121651,739.559239
21.674412,696.850041
21.074155,695.296339
23.477867,768.178043
21.493092,701.487612
22.109153,725.576869
21.634745,717.393310
20.793835,689.933783
23.281129,750.912516
21.520286,720.365519
21.271091,679.863739
22.027673,735.543395
21.537785,690.946189
21.576431,709.312779
22.010388,734.561465
21.848719,712.801462
21.815616,706.360057
21.802121,707.704119
22.348462,745.125867
22.494362,736.305930
20.909876,681.175536
21.785270,725.783277
20.756778,673.853264
22.444724,744.655366
22.294567,742.094516
23.179891,764.234180
22.536653,752.114691
21.655761,698.983916
20.507412,656.705059
21.996442,719.973838
21.725461,704.945680
22.217230,734.809166
21.670376,731.087892
21.498822,715.506127
22.204782,716.643851
21.677847,699.885135
20.964192,685.692018
22.659352,748.157257
20.803360,674.986565
22.547958,738.738133
21.841659,697.319551
22.520003,743.151947
22.930235,748.255699
21.850024,710.105141
21.134645,696.845028
21.946042,719.681538
22.501771,736.336847
21.402779,695.225475
22.413178,730.825677
21.715454,708.870316
22.645171,732.391215
22.185882,726.896174
21.513499,708.304455
22.470997,717.211495
21.221423,687.961227
21.956223,718.389175
20.985999,686.141444
22.734358,752.635598
20.977635,685.925155
22.857430,738.453280
20.996583,672.031033
22.166332,717.005033
20.368353,682.097089
22.377364,729.168499
22.165078,713.430888
20.829113,680.614633
22.671174,742.503419
20.900019,665.287794
21.763617,703.511844
20.596253,673.848497
22.673082,747.279739
23.011279,751.168210
21.839166,711.897363
20.456328,684.654342
22.477509,748.393288
20.984748,671.631578
23.115062,761.542181
21.880650,729.343898
21.499370,709.145376
21.500640,696.669335
20.758074,657.374893
22.961991,751.426395
21.382077,697.499546
21.423930,703.068412
22.398750,746.254623
22.544017,753.703106
22.376823,740.571940
23.562334,769.436440
21.178455,697.756795
22.129668,731.588728
21.291783,692.741035
22.629181,747.259921
22.442908,712.750790
22.168119,733.397754
22.257440,738.132630
21.647330,703.988524
22.389405,742.613911
21.775532,709.267881
22.029287,716.466591
22.192026,729.217402
21.013121,702.794513
21.538744,690.458846
21.836580,723.512843
20.997196,685.710441
21.108024,678.370744
22.871424,762.490630
21.360408,697.394513
21.432565,702.264919
21.831909,712.210514
21.171597,681.725449
22.408182,728.813964
21.429653,696.091567
22.783232,753.284978
21.503775,707.573101
21.945787,715.198982
20.913607,683.501452
22.400632,730.566948
22.585999,741.537937
21.607206,711.320657
22.827099,758.569475
20.660611,667.510154
22.190190,710.204990
21.949463,715.865976
21.971168,718.763138
22.621260,741.624077
19.651057,636.287692
20.618988,680.731161
19.579052,644.217040
21.554803,708.448227
21.574317,694.196125
22.510742,742.067033
20.700365,670.241490
21.038297,681.842082
22.084909,726.058006
23.397839,779.355488
22.703221,768.878762
21.572409,707.036375
22.595002,744.588468
21.934421,699.545807
21.873017,731.497373
22.343678,725.201498
20.866372,695.004162
22.195634,719.433970
21.908351,713.217050
21.201417,702.472704
20.017809,642.880483
20.759054,689.019155
22.225694,733.538228
22.078817,711.889742
22.346779,741.055396
21.924161,715.173979
21.067100,677.068640
22.767573,740.167059
22.062617,739.520518
22.159738,728.677035
22.388083,743.545153
22.138569,716.058606
21.147023,682.525309
20.058853,660.040899
21.179954,684.786446
21.901692,696.512819
20.309104,667.606876
22.076466,720.812839
22.237349,736.852184
22.061075,736.548324
22.991076,753.337296
21.767642,707.966892
22.953093,750.066541
21.792718,725.129648
21.208140,704.142154
21.202831,704.650080
21.793787,710.350344
22.060970,723.639788
22.615174,744.180834
20.881084,692.665938
21.867611,724.222797
22.187549,749.885932
19.791241,640.136978
22.978446,752.501837
22.159832,726.690766
20.495137,674.399754
22.770728,753.254621
22.047953,724.728076
22.849675,754.777472
21.449060,714.815633
21.202880,697.350409
22.664870,750.812894
21.463685,705.810434
21.013874,694.250115
23.205340,765.241444
22.672881,746.515312
20.619057,676.115454
21.046896,686.003822
21.776979,709.706504
22.767081,754.715840
22.082900,722.802743
23.312788,777.279440
21.901001,732.484352
21.691135,717.430231
22.080921,724.381039
21.975415,721.163079
22.268614,757.097551
22.314018,725.218238
21.705647,732.574969
21.859997,722.955679
21.868289,726.414635
20.922898,686.253359
22.127984,716.729859
22.343334,744.245970
20.972800,683.380583
22.050881,728.543041
22.752491,749.754667
21.961062,718.180177
22.504030,721.718321
21.985384,733.470617
22.736862,730.894337
20.654797,677.643057
21.683261,712.710141
21.160952,687.204308
21.887670,727.979842
21.706171,699.660994
21.453030,691.977201
21.265021,686.591792
21.100325,697.294957
19.501551,618.509301
20.973922,688.844440
22.504154,735.979685
21.581133,713.206142
21.991204,718.865475
22.506623,733.785726
22.227313,726.227273
22.224038,713.956305
20.996524,675.061554
20.822586,675.376310
21.802220,721.203006
21.751831,705.739457
21.941441,717.390550
21.780871,712.278698
21.760486,700.338710
22.843624,741.995299
21.101174,694.462401
21.516237,702.959656
22.498595,736.666474
21.341538,680.747391
21.675510,698.373465
21.645699,712.094530
22.394117,729.702738
21.804270,727.062341
20.906345,672.711815
21.360967,693.565161
21.228109,685.258703
22.444997,748.674128
22.830140,755.761324
22.214311,719.494392
22.387128,760.802620
23.288114,753.196560
21.455026,715.316575
21.797301,704.386946
21.883483,716.476264
22.444756,744.036200
22.447070,736.206270
20.612763,672.679260
20.982630,699.712706
20.667407,695.610483
21.642500,694.121860
21.703341,717.252834
21.033840,689.291467
20.440682,666.258702
22.188957,719.133747
20.615890,673.899716
21.393536,708.511325
21.508444,690.715418
21.295880,690.332010
21.923009,733.748803
21.089882,675.242022
20.561493,673.162449
21.513336,705.190170
20.810978,677.482988
21.049134,679.270070
21.442901,700.481093
22.028364,735.896555
22.178731,731.195876
20.889706,681.237075
22.811378,754.663134
22.466571,718.385028
21.811116,730.822409
22.313934,722.030816
20.521993,655.530995
21.511524,722.836291
21.490915,699.102786
21.663478,715.167942
22.152202,743.717049
22.247891,736.369331
21.324170,705.935711
20.378418,658.149483
21.285720,709.589784
21.583082,692.329994
20.317084,672.422165
21.595818,707.916715
20.596266,661.576335
22.854623,757.360182
21.833753,727.092236
21.819048,726.252071
22.832953,756.715296
21.218239,685.534868
22.605928,757.879964
21.634346,716.751820
21.515824,717.697827
22.200981,735.650116
22.032721,710.211573
21.817790,707.830077
20.836666,677.292276
22.899161,745.865632
21.615891,727.002859
21.543655,691.253577
21.381018,714.093974
22.457226,731.063706
22.305477,723.047312
22.971753,757.030646
21.093860,694.631733
20.506781,676.946799
23.181813,766.390858
22.069642,724.443900
21.746638,702.036918
22.424587,728.774968
21.768031,717.222149
21.288146,687.670239
20.285285,661.393917
20.066013,661.593800
21.623035,702.146153
21.806710,723.332172
22.722473,755.163053
21.010021,670.873681
21.827676,707.524234
23.148009,744.743285
21.723887,702.283860
21.442173,718.662754
22.769183,752.687264
21.243009,702.181692
22.469638,751.608153
21.134101,692.306879
21.707411,707.065138
22.558379,738.812842
21.167944,698.763452
22.412885,728.308558
19.913090,650.203217
22.442291,745.709015
21.213606,700.187357
21.810820,711.012906
20.979753,682.942109
21.549749,709.102218
20.327687,662.873906
22.206440,721.158254
22.640966,744.206243
20.912032,696.317144
21.755767,706.484171
21.948434,714.463383
20.439969,654.606985
19.989102,640.014233
19.635906,632.111210
22.726158,735.941002
20.804363,678.915722
22.477849,736.075080
21.355738,693.312942
21.267375,704.688299
21.501303,702.202886
21.669289,714.463130
22.319253,729.081100
22.775208,755.605009
22.138557,711.757718
22.386050,726.112762
21.183114,717.820699
22.237449,721.327513
22.233592,719.947247
21.784206,707.868958
21.692493,712.103310
21.518513,691.050185
21.907924,728.096793
22.160106,713.282385
21.788503,688.649637
21.233626,672.304655
22.257878,736.404324
22.275108,719.834525
21.083716,679.324717
22.915494,742.843252
21.904826,710.654943
22.744029,736.524375
22.430624,750.508722
21.824485,708.610426
23.106682,746.463698
21.997200,701.152404
21.015475,682.174231
20.727783,686.846163
21.723411,700.254983
22.431316,731.874119
22.328176,708.949846
21.023718,685.552830
22.347038,743.825429
21.921499,722.116423
22.708477,764.109024
20.354299,646.767156
21.430775,715.211051
21.612519,698.554128
22.030995,737.223143
21.722587,717.420614
22.268235,739.130580
20.989868,671.890927
21.395118,700.819603
21.294396,678.558331
22.060650,719.349162
21.640169,682.779659
20.319662,678.199181
21.521449,718.357485
21.916065,716.429695
21.938156,705.914490
21.121921,692.832422
21.008026,692.914565
21.474093,688.491889
22.445971,733.764396
22.060517,726.423424
21.989733,719.069000
21.135481,711.818409
21.987373,720.189113
21.562296,715.641012
21.670571,716.323478
21.997034,715.653897
23.022313,752.662826
21.587183,712.590271
22.191534,727.205914
21.483307,704.039258
22.142902,728.953030
21.101786,679.304585
23.277207,769.076011
20.656144,685.093557
22.131552,747.277987
21.578764,715.253904
21.703465,704.172694
22.317332,727.098706
20.701444,673.085209
22.093986,739.224774
21.837576,726.454304
21.906065,715.576501
22.474602,717.899290
21.542475,690.102949
22.246506,741.085521
21.928066,723.189335
22.433995,733.047422
22.330211,729.883758
21.732314,702.186818
22.175320,731.171910
21.434273,697.940838
23.255048,773.376941
20.574574,677.923210
21.422705,717.105104
22.745539,735.761937
20.964674,701.107521
21.594334,710.641357
21.730907,707.394675
20.159394,632.854277
22.365907,712.878512
20.729063,690.760650
22.491427,735.267898
21.229930,687.851458
21.610450,725.209715
21.685155,719.349765
21.390986,694.393350
20.490079,687.685163
21.708786,698.356676
23.057584,752.024038
21.362177,709.959997
21.816272,706.526078
21.553867,689.245576
21.768820,717.234873
21.844682,695.262958
21.566577,705.330634
21.690048,698.786177
22.467977,743.425867
20.728014,682.544605
23.059633,755.024370
22.372151,732.347703
22.153507,729.601746
21.555279,722.216580
22.289606,736.147198
21.418554,698.620253
22.465904,739.824796
22.567100,736.135750
22.934911,747.504997
22.627125,744.504135
22.020857,707.863600
23.303352,760.759468
21.483862,706.290616
21.612810,697.922953
21.906549,729.395608
20.979157,687.453926
21.760179,717.601627
21.301375,687.762796
23.338980,770.877567
23.115868,761.934134
21.559710,706.499915
20.381755,662.776894
22.666405,734.047729
21.764716,720.145333
22.050019,724.567869
22.194680,721.904668
22.243575,719.907684
21.533694,721.222036
22.809801,743.124674
22.003820,714.836664
21.776649,704.228757
23.161041,764.117473
21.175925,694.419277
22.163531,714.041324
21.284064,700.658469
21.350380,714.701140
22.222238,721.942644
22.286013,723.739637
21.804280,709.136880
21.983982,736.837597
22.180655,733.544842
20.416864,668.275250
21.093620,692.444399
21.594611,705.183585
20.633221,667.539827
22.410721,731.365107
22.940666,750.445475
22.840426,754.320229
21.431853,702.886780
20.611642,660.743458
21.350117,677.659615
22.942913,752.083065
22.434849,732.053241
20.783015,659.434699
23.390967,765.780924
21.590886,707.714135
21.299646,693.345913
20.376785,679.436548
21.922257,715.358624
22.045542,740.449210
21.874376,707.086698
20.920572,697.589175
20.389083,662.713523
22.198634,724.362586
19.673529,618.613199
21.716811,703.614101
22.032560,722.449500
21.470500,703.924639
22.792612,756.744406
22.390207,730.877008
22.723008,767.708254
21.611915,713.262839
22.398971,738.278513
22.395171,726.944913
20.961597,688.460900
22.531443,724.879070
21.686770,721.195345
22.362899,726.944166
22.991902,757.384427
22.223642,716.869453
21.754536,719.300477
21.868249,725.673300
21.065157,696.473315
21.827285,729.223674
20.711121,673.892827
22.327634,720.721950
20.863453,664.598304
22.287934,738.802430
22.433832,734.832280
22.727169,750.708431
21.847428,715.416030
21.603331,709.856402
22.683652,747.457924
20.918895,682.372005
21.281501,725.703228
21.616764,714.981462
20.212768,651.262155
21.747760,722.279506
21.129967,687.589273
22.523192,741.273967
22.189913,732.009990
20.920384,681.815056
20.821258,678.948106
22.217000,717.647482
21.922882,711.112426
21.297133,688.298152
22.647982,764.214212
21.419453,710.433897
22.957863,769.449315
22.474305,749.034014
22.614048,744.728313
21.295225,690.501196
21.097398,678.842138
22.961195,747.911956
21.221787,696.423187
21.523102,708.880600
21.871752,708.292625
21.717373,703.079168
22.084776,729.262272
21.112153,692.483813
22.519798,734.373613
22.379309,728.179788
21.229590,699.710459
21.561943,692.073026
20.814018,698.786871
20.811975,659.357796
22.422510,740.488341
23.256917,754.734251
23.559497,771.866671
20.830576,685.290341
22.036794,727.249552
21.344389,712.903613
21.690254,702.013189
22.133971,727.386087
21.646680,733.073067
21.882767,715.053748
22.545048,724.625200
22.690732,746.092837
21.840295,712.983816
22.023744,714.921933
21.457308,721.043933
22.374912,709.227403
22.536231,721.013290
23.389492,765.311315
21.192049,701.595399
22.674349,746.255557
22.268791,739.447051
20.514114,685.396832
19.769121,655.487147
22.391848,730.193310
21.771412,703.409683
21.353389,696.966626
20.186520,664.636190
20.617278,682.356242
22.421918,728.725587
21.817456,721.178838
19.865249,646.239273
21.527431,722.770034
22.339770,727.853247
22.935096,763.952884
21.136879,699.997922
20.914488,680.066260
21.333544,710.956876
21.470175,690.988528
20.693120,668.079689
21.025730,689.299365
21.385353,698.870263
20.948406,706.538404
21.025546,689.031492
21.259866,686.151295
20.739710,672.622439
23.116979,757.856903
19.738603,635.657452
20.995943,703.066085
22.105493,727.936750
22.202117,719.634502
